conversation_id,message_id,customer_id,timestamp,promise_text,action,amount,deadline_text,normalized_deadline,detected_status,days_overdue,detected_broken_promise,fulfilled,fulfillment_message_id,fulfillment_similarity
CONV-000132,MSG-000132-03,CUST-0442,2026-05-02 01:32:00,"On the support thread, Let me attach the requested export today, then I’ll update you.",attach the requested export,,today,2026-05-02 00:00:00,overdue,129.6812956320949,1,False,,0.0
CONV-000132,MSG-000132-04,CUST-0442,2026-05-02 01:32:01,"For case 004893, I’ll make sure I coordinate the refund review by Friday.",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-000135,MSG-000135-02,CUST-0645,2026-05-28 23:26:00,"Looking at request 084083, I can take this forward and review the account history tomorrow, then I’ll update you.",review the account history,,tomorrow,2026-05-29 00:00:00,overdue,102.6812956321875,1,False,,0.0
CONV-000135,MSG-000135-03,CUST-0645,2026-05-28 23:26:01,"In this account context, I’m going to update the access settings today.",update the access settings,,today,2026-05-28 00:00:00,overdue,103.6812956322801,1,False,,0.0
CONV-000136,MSG-000136-07,CUST-0343,2026-04-17 20:32:00,"In this account context, I will attach the requested export — tomorrow.",attach the requested export,,tomorrow,2026-04-18 00:00:00,overdue,143.6812956323727,1,False,,0.0
CONV-000137,MSG-000137-03,CUST-0515,2026-07-31 17:31:00,"For case 187030, I can take this forward and call you with the outcome — today. I know this has been frustrating.",call you with the outcome,,today,2026-07-31 00:00:00,overdue,39.681295632453704,1,False,,0.0
CONV-000140,MSG-000140-04,CUST-0755,2026-06-24 07:24:01,"In this account context, I will attach the requested export — tomorrow. I know this has been frustrating.",attach the requested export,,tomorrow,2026-06-25 00:00:00,overdue,75.6812956325463,1,False,,0.0
CONV-000141,MSG-000141-04,CUST-0682,2026-01-18 19:42:01,"For case 385005, i’ll personally ask our security team to verify the login later this week, then i’ll update you.",ask our security team to verify the login,,this week,2026-01-24 00:00:00,overdue,227.68129563262733,1,False,,0.0
CONV-000143,MSG-000143-04,CUST-0144,2026-03-13 20:25:00,"Regarding reference 440438: I’ll personally update the access settings within 24 hours, then I’ll update you.",update the access settings,,within 24 hours,2026-03-14 20:25:00,overdue,177.83060118827547,1,False,,0.0
CONV-000143,MSG-000143-05,CUST-0144,2026-03-13 20:25:01,"Looking at request 448357, Hi — I can take this forward and restore the missing entitlement today, then I’ll update you.",restore the missing entitlement,,today,2026-03-13 00:00:00,overdue,179.6812956328125,1,False,,0.0
CONV-000144,MSG-000144-04,CUST-0883,2026-02-24 17:36:00,"On the support thread, I’ll make sure I update the access settings by Friday.",update the access settings,,,,no_deadline,0.0,0,False,,0.0
CONV-000145,MSG-000145-01,CUST-0109,2026-07-22 22:59:00,"On the current thread (519628), I will arrange a replacement unit — today.",arrange a replacement unit,,today,2026-07-22 00:00:00,overdue,48.68129563297453,1,False,,0.0
CONV-000145,MSG-000145-02,CUST-0109,2026-07-22 23:08:00,"For the record, Leave this with me — I’ll trace the failed payment tomorrow, then I’ll update you.",trace the failed payment,,tomorrow,2026-07-23 00:00:00,overdue,47.681295633078705,1,False,,0.0
CONV-000145,MSG-000145-07,CUST-0109,2026-07-23 00:23:00,"For case 567142, I will trace the failed payment — by Friday.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-000148,MSG-000148-04,CUST-0151,2026-07-12 05:58:00,"For case 654251, Count on me to ask our security team to verify the login — today.",ask our security team to verify the login,,today,2026-07-12 00:00:00,overdue,58.681295633171295,1,False,,0.0
CONV-000150,MSG-000150-01,CUST-0951,2026-05-04 14:52:00,"For case 685927, i can take this forward and coordinate the refund review — within 24 hours.",coordinate the refund review,,within 24 hours,2026-05-05 14:52:00,overdue,126.06185118881945,1,False,,0.0
CONV-000150,MSG-000150-04,CUST-0951,2026-05-04 15:34:00,Regarding reference 709684: Count on me to call you with the outcome tomorrow.,call you with the outcome,,tomorrow,2026-05-05 00:00:00,overdue,126.6812956333449,1,False,,0.0
CONV-000151,MSG-000151-03,CUST-0388,2026-02-12 08:03:00,"Looking at request 749279, Let me update the access settings today, then I’ll update you.",update the access settings,,today,2026-02-12 00:00:00,overdue,208.6812956334375,1,False,,0.0
CONV-000154,MSG-000154-01,CUST-0045,2026-06-26 12:46:00,"Looking at request 828469, Count on me to trace the failed payment — today.",trace the failed payment,,today,2026-06-26 00:00:00,overdue,74.68129563351852,1,False,,0.0
CONV-000154,MSG-000154-02,CUST-0045,2026-06-26 13:00:00,"Quick note on ticket 836388: I’ll trace the failed payment later this week, then I’ll update you.",trace the failed payment,,this week,2026-07-02 00:00:00,overdue,68.68129563361111,1,False,,0.0
CONV-000155,MSG-000155-01,CUST-0052,2026-03-22 11:38:00,"On the support thread, Count on me to check the delivery scan tomorrow, then I’ll update you.",check the delivery scan,,tomorrow,2026-03-23 00:00:00,overdue,169.68129563369212,1,False,,0.0
CONV-000156,MSG-000156-03,CUST-0226,2026-04-04 19:15:00,"On the support thread, I will call you with the outcome within 24 hours, then I’ll update you.",call you with the outcome,,within 24 hours,2026-04-05 19:15:00,overdue,155.8792123004514,1,False,,0.0
CONV-000157,MSG-000157-01,CUST-0929,2026-04-19 09:54:00,"On the current thread (971011), I will send the corrected invoice today, then I’ll update you. I know this has been frustrating.",send the corrected invoice,,today,2026-04-19 00:00:00,overdue,142.6812956338773,1,False,,0.0
CONV-000158,MSG-000158-01,CUST-0529,2026-01-05 03:56:00,"On the support thread, Let me update the access settings tomorrow, then I’ll update you.",update the access settings,,tomorrow,2026-01-06 00:00:00,overdue,245.6812956339699,1,False,,0.0
CONV-000158,MSG-000158-03,CUST-0529,2026-01-05 04:24:00,"On the current thread (026461), i’ll arrange a replacement unit today.",arrange a replacement unit,,today,2026-01-05 00:00:00,overdue,246.6812956340509,1,False,,0.0
CONV-000158,MSG-000158-04,CUST-0529,2026-01-05 04:24:01,"Looking at request 034380, I will confirm the cancellation details — tomorrow. thx",confirm the cancellation details,,tomorrow,2026-01-06 00:00:00,overdue,245.68129563414354,1,False,,0.0
CONV-000159,MSG-000159-04,CUST-0876,2026-08-08 20:07:00,"In this account context, I’ll share the diagnostic notes without requiring another message from you.",share the diagnostic notes,,,,no_deadline,0.0,0,False,,0.0
CONV-000161,MSG-000161-05,CUST-0220,2026-01-07 15:24:00,"For case 176922, I’ll personally send the corrected invoice tomorrow, then I’ll update you. I know this has been frustrating.",send the corrected invoice,,tomorrow,2026-01-08 00:00:00,overdue,243.68129563431714,1,False,,0.0
CONV-000161,MSG-000161-06,CUST-0220,2026-01-07 15:24:01,"For case 184841, ill trace the failed payment within 24 hours, then ill update u. thx",trace the failed payment,,within 24 hours,2026-01-08 15:24:01,overdue,243.039617393669,1,False,,0.0
CONV-000163,MSG-000163-05,CUST-0765,2026-08-11 13:07:01,"On the support thread, I can take this forward and raise this with the engineering queue — tomorrow.",raise this with the engineering queue,,tomorrow,2026-08-12 00:00:00,overdue,27.681295634502312,1,False,,0.0
CONV-000164,MSG-000164-05,CUST-0593,2026-06-18 02:44:00,Quick note on ticket 319464: Let me restore the missing entitlement — tomorrow. thx,restore the missing entitlement,,tomorrow,2026-06-19 00:00:00,overdue,81.6812956345949,1,False,,0.0
CONV-000165,MSG-000165-01,CUST-0572,2026-02-23 20:14:00,"In this account context, I’ll make sure I coordinate the refund review — today.",coordinate the refund review,,today,2026-02-23 00:00:00,overdue,197.68129563467593,1,False,,0.0
CONV-000165,MSG-000165-04,CUST-0572,2026-02-23 20:56:00,Regarding reference 351140: Let me coordinate the refund review as soon as I hear back. thx,coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-000167,MSG-000167-02,CUST-0682,2026-02-08 05:55:00,"For case 406573, i’ll personally attach the requested export — within 24 hours.",attach the requested export,,within 24 hours,2026-02-09 05:55:00,overdue,211.43476785699073,1,False,,0.0
CONV-000167,MSG-000167-05,CUST-0682,2026-02-08 06:33:01,Quick note on ticket 430330: I’ll make sure I send the corrected invoice — later this week.,send the corrected invoice,,this week,2026-02-14 00:00:00,overdue,206.68129563486113,1,False,,0.0
CONV-000168,MSG-000168-01,CUST-0668,2026-01-07 18:24:00,"For the record, I’ll make sure I review the account history later this week.",review the account history,,this week,2026-01-13 00:00:00,overdue,238.6812956349537,1,False,,0.0
CONV-000168,MSG-000168-07,CUST-0668,2026-01-07 19:48:00,"Looking at request 501601, Leave this with me — I’ll review the account history tomorrow, then I’ll update you.",review the account history,,tomorrow,2026-01-08 00:00:00,overdue,243.68129563503473,1,False,,0.0
CONV-000170,MSG-000170-01,CUST-0809,2026-02-25 12:27:00,Quick note on ticket 572872: I can take this forward and coordinate the refund review — tomorrow. thx,coordinate the refund review,,tomorrow,2026-02-26 00:00:00,overdue,194.68129563512733,1,False,,0.0
CONV-000171,MSG-000171-04,CUST-0416,2026-07-30 23:13:00,"Quick note on ticket 620386: Hi — Let me send the corrected invoice today, then I’ll update you.",send the corrected invoice,,today,2026-07-30 00:00:00,overdue,40.681295635208336,1,False,,0.0
CONV-000172,MSG-000172-01,CUST-0548,2026-04-09 15:20:00,"For the record, Count on me to raise this with the engineering queue with the next step.",raise this with the engineering queue,,,,no_deadline,0.0,0,False,,0.0
CONV-000172,MSG-000172-02,CUST-0548,2026-04-09 15:34:00,Regarding reference 652062: I’ll make sure I restore the missing entitlement before the end of my shift.,restore the missing entitlement,,,,no_deadline,0.0,0,False,,0.0
CONV-000172,MSG-000172-03,CUST-0548,2026-04-09 15:34:01,Quick note on ticket 659981: Let me check the delivery scan today.,check the delivery scan,,today,2026-04-09 00:00:00,overdue,152.6812956354514,1,False,,0.0
CONV-000172,MSG-000172-04,CUST-0548,2026-04-09 15:38:00,"For case 667900, I’ll personally ask our security team to verify the login today, then I’ll update you.",ask our security team to verify the login,,today,2026-04-09 00:00:00,overdue,152.68129563553242,1,False,,0.0
CONV-000172,MSG-000172-06,CUST-0548,2026-04-09 16:16:01,"Quick note on ticket 683738: Count on me to share the diagnostic notes later this week, then I’ll update you.",share the diagnostic notes,,this week,2026-04-15 00:00:00,overdue,146.68129563561342,1,False,,0.0
CONV-000174,MSG-000174-02,CUST-0099,2026-05-28 01:57:00,"For case 739171, Hi — I’ll send a written explanation — by Friday.",send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-000175,MSG-000175-01,CUST-0727,2026-04-29 11:16:00,"On the current thread (770847), I’m going to send a written explanation — tomorrow.",send a written explanation,,tomorrow,2026-04-30 00:00:00,overdue,131.68129563570602,1,False,,0.0
CONV-000176,MSG-000176-02,CUST-0326,2026-07-28 03:53:00,"For the record, I’ll make sure I arrange a replacement unit then circle back here. I know this has been frustrating.",arrange a replacement unit,,,,no_deadline,0.0,0,False,,0.0
CONV-000176,MSG-000176-05,CUST-0326,2026-07-28 04:06:01,Quick note on ticket 818361: Leave this with me — I’ll arrange a replacement unit tomorrow. I know this has been frustrating.,arrange a replacement unit,,tomorrow,2026-07-29 00:00:00,overdue,41.68129563578704,1,False,,0.0
CONV-000178,MSG-000178-02,CUST-0449,2026-05-24 01:36:00,"For case 865875, I’ll make sure I raise this with the engineering queue today, then I’ll update you.",raise this with the engineering queue,,today,2026-05-24 00:00:00,overdue,107.68129563586805,1,False,,0.0
CONV-000179,MSG-000179-04,CUST-0893,2026-03-17 17:03:00,"On the current thread (905470), i’ll make sure i update the access settings today.",update the access settings,,today,2026-03-17 00:00:00,overdue,175.68129563594908,1,False,,0.0
CONV-000179,MSG-000179-06,CUST-0893,2026-03-17 17:06:00,"For case 921308, Hi — I’ll call you with the outcome — within 24 hours.",call you with the outcome,,within 24 hours,2026-03-18 17:06:00,overdue,173.96879563603008,1,False,,0.0
CONV-000181,MSG-000181-02,CUST-0455,2026-02-20 20:40:00,"In this account context, I’ll make sure I restore the missing entitlement by Friday.",restore the missing entitlement,,,,no_deadline,0.0,0,False,,0.0
CONV-000181,MSG-000181-03,CUST-0455,2026-02-20 20:43:00,"On the current thread (960903), Hi — I’ll personally raise this with the engineering queue today, then I’ll update you.",raise this with the engineering queue,,today,2026-02-20 00:00:00,overdue,200.68129563612268,1,False,,0.0
CONV-000184,MSG-000184-03,CUST-0024,2026-02-13 08:38:00,Regarding reference 032191: Leave this with me — I’ll raise this with the engineering queue — tomorrow. I know this has been frustrating.,raise this with the engineering queue,,tomorrow,2026-02-14 00:00:00,overdue,206.6812956362037,1,False,,0.0
CONV-000184,MSG-000184-04,CUST-0024,2026-02-13 08:44:00,"For case 040110, Let me check the delivery scan — tomorrow.",check the delivery scan,,tomorrow,2026-02-14 00:00:00,overdue,206.68129563628472,1,False,,0.0
CONV-000186,MSG-000186-01,CUST-0754,2026-03-20 10:57:00,"Looking at request 095543, Leave this with me — ill send the corrected invoice by Friday, then ill update u. thx",send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-000188,MSG-000188-05,CUST-0172,2026-03-18 12:42:01,"On the support thread, I will trace the failed payment today, then I’ll update you.",trace the failed payment,,today,2026-03-18 00:00:00,overdue,174.68129563636575,1,False,,0.0
CONV-000189,MSG-000189-04,CUST-0488,2026-02-24 02:03:00,Quick note on ticket 230166: I will check the delivery scan — today.,check the delivery scan,,today,2026-02-24 00:00:00,overdue,196.68129563645834,1,False,,0.0
CONV-000191,MSG-000191-01,CUST-0079,2026-07-15 23:40:00,"On the support thread, I will trace the failed payment — by Friday. thx",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-000191,MSG-000191-02,CUST-0079,2026-07-15 23:44:00,"For case 309356, Let me check the delivery scan within 24 hours. thx",check the delivery scan,,within 24 hours,2026-07-16 23:44:00,overdue,53.692406747650466,1,False,,0.0
CONV-000192,MSG-000192-01,CUST-0296,2026-01-25 19:40:00,"Quick note on ticket 317275: I’ll make sure I check the delivery scan by Friday, then I’ll update you.",check the delivery scan,,,,no_deadline,0.0,0,False,,0.0
CONV-000197,MSG-000197-02,CUST-0002,2026-08-11 10:01:00,"In this account context, Leave this with me — I’ll coordinate the refund review later this week.",coordinate the refund review,,this week,2026-08-17 00:00:00,overdue,22.68129563662037,1,False,,0.0
